OTU_ID	Bre_1_S21_WoL_subset	Bre_2_S22_WoL_subset	Bur_1_S31_WoL_subset	Bur_2_S32_WoL_subset	Bur_Fru_1_S9_WoL_subset	Bur_Fru_2_S10_WoL_subset	Bur_Rib_1_S11_WoL_subset	Bur_Rib_2_S12_WoL_subset	Bur_Tre_1_S5_WoL_subset	Bur_Tre_2_S6_WoL_subset	Chi_1_S27_WoL_subset	Chi_2_S28_WoL_subset	Chi_Glu_1_S17_WoL_subset	Chi_Glu_2_S18_WoL_subset	Chi_Thio_1_S33_WoL_subset	Chi_Thio_2_S34_WoL_subset	Fru_1_S47_WoL_subset	Fru_2_S48_WoL_subset	Fru_SynCom_1_S59_WoL_subset	Fru_SynCom_2_S60_WoL_subset	Glu_1_S45_WoL_subset	Glu_2_S46_WoL_subset	Glu_SynCom_1_S55_WoL_subset	Glu_SynCom_2_S56_WoL_subset	Lys_1_S23_WoL_subset	Lys_2_S24_WoL_subset	Mal_1_S37_WoL_subset	Mal_2_S38_WoL_subset	Mal_SynCom_1_S53_WoL_subset	Mal_SynCom_2_S54_WoL_subset	Pae_1_S29_WoL_subset	Pae_2_S30_WoL_subset	Pae_Put_1_S1_WoL_subset	Pae_Put_2_S2_WoL_subset	Pae_Rib_1_S13_WoL_subset	Pae_Rib_2_S14_WoL_subset	Pae_Tre_1_S7_WoL_subset	Pae_Tre_2_S8_WoL_subset	Put_SynCom_1_S57_WoL_subset	Put_SynCom_2_S58_WoL_subset	Putr_1_S41_WoL_subset	Putr_2_S42_WoL_subset	Rhi_1_S25_WoL_subset	Rhi_2_S26_WoL_subset	Rhi_Glu_1_S15_WoL_subset	Rhi_Glu_2_S16_WoL_subset	Rho_1_S19_WoL_subset	Rho_2_S20_WoL_subset	Rho_Put_1_S3_WoL_subset	Rho_Put_2_S4_WoL_subset	Rib_1_S35_WoL_subset	Rib_2_S36_WoL_subset	Rib_Neg_S83_WoL_subset	Rib_SynCom_1_S61_WoL_subset	Rib_SynCom_2_S62_WoL_subset	ST_1_S39_WoL_subset	ST_2_S40_WoL_subset	ST_SynCom_1_S51_WoL_subset	ST_SynCom_2_S52_WoL_subset	Soil_1_S65_WoL_subset	Soil_2_S66_WoL_subset	Soil_3_S67_WoL_subset	Soil_Exudate_1_S68_WoL_subset	Soil_Exudate_2_S69_WoL_subset	Soil_Exudate_3_S70_WoL_subset	Soil_LB_1_S74_WoL_subset	Soil_LB_2_S75_WoL_subset	Soil_LB_3_S76_WoL_subset	Soil_SynCom_1_S49_WoL_subset	Soil_SynCom_2_S50_WoL_subset	Soil_SynCom_Exudate_1_S71_WoL_subset	Soil_SynCom_Exudate_2_S72_WoL_subset	Soil_SynCom_Exudate_3_S73_WoL_subset	Soil_SynCom_LB_1_S77_WoL_subset	Soil_SynCom_LB_2_S78_WoL_subset	Soil_SynCom_LB_3_S79_WoL_subset	Soil_Water_1_S80_WoL_subset	Soil_Water_2_S81_WoL_subset	Soil_Water_3_S82_WoL_subset	Tre_1_S43_WoL_subset	Tre_2_S44_WoL_subset	Tre_Neg_S84_WoL_subset	Tre_SynCom_1_S63_WoL_subset	Tre_SynCom_2_S64_WoL_subset
G000007565	27412.0	20381.0	21369.0	16656.0	14164.0	12596.0	2169.0	1728.0	7729.0	4867.0	18727.0	13717.0	51558.0	58592.0	28841.0	27229.0	9542.0	11762.0	33094.0	45796.0	43947.0	109697.0	158582.0	45598.0	26012.0	32882.0	1762.0	2809.0	10577.0	32081.0	29247.0	20659.0	127849.0	93161.0	5995.0	6814.0	7675.0	6498.0	1685296.0	715032.0	554834.0	942772.0	13971.0	19555.0	29402.0	34786.0	13745.0	15161.0	65181.0	46980.0	10381.0	4922.0	1994.0	7104.0	22813.0	44030.0	44921.0	109812.0	53985.0	22963.0	8026.0	15434.0	3403.0	4226.0	6607.0	1216548.0	1547440.0	964058.0	34622.0	29799.0	15033.0	23926.0	8670.0	863145.0	2214443.0	1305714.0	1624.0	1775.0	2316.0	12933.0	12586.0	1150.0	27603.0	24612.0
G000007825	921.0	466.0	618.0	612.0	13284.0	11851.0	7227.0	4646.0	15416.0	9186.0	595.0	470.0	1372.0	1273.0	548.0	637.0	7296.0	8968.0	15694.0	6620.0	1169.0	396.0	442.0	352.0	433.0	827.0	4476.0	5509.0	9430.0	3641.0	792.0	669.0	958.0	674.0	3846.0	11798.0	10795.0	10530.0	295.0	380.0	1273.0	331.0	793.0	626.0	689.0	618.0	547.0	647.0	1089.0	600.0	1693.0	2521.0	17.0	1635.0	8863.0	223.0	213.0	716.0	758.0	823.0	278.0	644.0	677.0	550.0	1142.0	7931.0	17246.0	4681.0	426.0	786.0	662.0	756.0	691.0	706.0	728.0	13746.0	170.0	221.0	286.0	9368.0	9015.0	26.0	24012.0	26410.0
G000008345	101.0	84.0	83.0	64.0	62.0	95.0	46.0	51.0	100.0	101.0	68.0	27.0	86.0	81.0	59.0	82.0	86.0	114.0	110.0	144.0	52.0	51.0	103.0	10.0	84.0	96.0	32.0	72.0	113.0	93.0	96.0	81.0	44.0	42.0	116.0	56.0	77.0	74.0	33.0	74.0	55.0	25.0	72.0	78.0	71.0	43.0	69.0	103.0	63.0	58.0	35.0	26.0	438.0	44.0	118.0	36.0	76.0	127.0	161.0	114.0	26.0	131.0	135.0	46.0	134.0	22.0	145.0	35.0	83.0	58.0	199.0	90.0	361.0	17.0	76.0	421.0	44.0	102.0	79.0	101.0	104.0	35.0	64.0	70.0
G000011365	28708.0	16712.0	19643.0	22638.0	12371.0	12152.0	18536.0	11180.0	16349.0	10545.0	16294.0	14748.0	19605.0	15519.0	15417.0	16865.0	18462.0	21108.0	19728.0	23353.0	13239.0	9418.0	22636.0	2895.0	21528.0	24549.0	9639.0	19068.0	18932.0	15500.0	22548.0	14861.0	16956.0	10343.0	15030.0	11986.0	15072.0	11586.0	12009.0	12842.0	13096.0	8302.0	20343.0	22800.0	15419.0	12365.0	20620.0	20522.0	12983.0	12552.0	15243.0	9259.0	155321.0	13682.0	19356.0	17459.0	11909.0	24251.0	29973.0	25400.0	4367.0	20897.0	35405.0	23082.0	26836.0	1170.0	5500.0	2224.0	17130.0	15546.0	43742.0	24141.0	29923.0	1138.0	4022.0	5902.0	6049.0	27799.0	27195.0	17616.0	24869.0	641.0	9614.0	7247.0
G000018665	16851.0	9186.0	16882.0	13550.0	925.0	905.0	1171.0	736.0	1274.0	1077.0	49164.0	7436.0	145779.0	106854.0	2055.0	5003.0	1039.0	1530.0	7349.0	3143.0	107411.0	195508.0	581647.0	226009.0	12402.0	10831.0	325.0	1215.0	5658.0	6489.0	21615.0	11353.0	6201.0	8230.0	950.0	2527.0	811.0	735.0	123095.0	10801.0	8322.0	8678.0	16800.0	14442.0	139183.0	65146.0	13264.0	20925.0	25014.0	73081.0	889.0	609.0	37422.0	4171.0	15052.0	9250.0	3403.0	23941.0	76229.0	25853.0	15373.0	21870.0	8960.0	7488.0	7965.0	1851506.0	7998134.0	3236456.0	12324.0	11819.0	7331.0	25659.0	10115.0	3041013.0	9788380.0	6635209.0	5458.0	6600.0	7585.0	1109.0	839.0	3702.0	5744.0	5655.0
G000019725	6459.0	4892.0	4136.0	5011.0	1537.0	1727.0	3333.0	1513.0	2164.0	1385.0	3810.0	2973.0	5478.0	4191.0	3331.0	3302.0	3651.0	2802.0	19083.0	3599.0	4148.0	3950.0	7541.0	1404.0	6211.0	5519.0	576.0	1651.0	2584.0	3091.0	4973.0	3675.0	2977.0	3287.0	1907.0	2105.0	1857.0	1580.0	8030.0	12857.0	3546.0	3323.0	4749.0	5173.0	3901.0	3107.0	5031.0	4554.0	3094.0	3449.0	13728.0	1011.0	6636.0	2261.0	3867.0	3520.0	2919.0	7594.0	7077.0	6146.0	1527.0	5716.0	4641.0	4521.0	4794.0	2935.0	2597.0	2896.0	4745.0	4877.0	50829.0	3403.0	5518.0	1973.0	3668.0	6188.0	2970.0	5142.0	6168.0	1859.0	2335.0	15032932.0	2234.0	1716.0
G000020025	2518.0	1044.0	1940.0	2714.0	3691.0	2995.0	3534.0	2513.0	5877.0	3500.0	2022.0	1687.0	2731.0	2415.0	1579.0	2202.0	7595.0	5811.0	8709.0	5277.0	1504.0	1796.0	1054.0	649.0	1581.0	4383.0	5799.0	6613.0	8294.0	1365.0	2323.0	1967.0	1696.0	1431.0	3308.0	2783.0	3155.0	3567.0	428.0	660.0	1663.0	890.0	2193.0	2145.0	1970.0	1414.0	1476.0	2264.0	1770.0	919.0	4812.0	3258.0	0.0	1008.0	5246.0	653.0	342.0	1588.0	3026.0	3700.0	673.0	1326.0	1434.0	1225.0	1808.0	242.0	1195.0	584.0	1844.0	3242.0	1504.0	1550.0	1262.0	224.0	120.0	743.0	417.0	421.0	804.0	6973.0	7603.0	9.0	7587.0	7586.0
G000020045	13549.0	10459.0	18590.0	14290.0	16360.0	15680.0	30360.0	19155.0	17008.0	11781.0	8393.0	7946.0	9975.0	12082.0	3503.0	3920.0	32223.0	48246.0	31258.0	29602.0	9615.0	11715.0	11402.0	1696.0	11765.0	12626.0	3687.0	7770.0	14714.0	22510.0	14730.0	12938.0	7416.0	3996.0	47537.0	30965.0	12305.0	12132.0	14546.0	16462.0	11446.0	13126.0	13010.0	16390.0	8377.0	6682.0	17092.0	15211.0	2488.0	3196.0	31619.0	20418.0	1479.0	52058.0	47714.0	2334.0	2376.0	5283.0	4722.0	14896.0	4003.0	13367.0	10076.0	10705.0	13854.0	404.0	1560.0	723.0	14565.0	11951.0	13608.0	15677.0	9776.0	386.0	2596.0	1769.0	1145.0	3083.0	3192.0	18229.0	14845.0	102.0	37612.0	34065.0
G000023745	6429.0	4217.0	3445.0	1315.0	56.0	73.0	76.0	91.0	77.0	48.0	2895.0	1186.0	2855.0	1197.0	2720.0	2819.0	44.0	175.0	161.0	199.0	3089.0	1970.0	1544.0	295.0	4546.0	2441.0	16.0	29.0	67.0	40.0	4359.0	2664.0	2108.0	2969.0	199.0	184.0	50.0	66.0	278.0	327.0	408.0	462.0	3965.0	4289.0	1616.0	1712.0	4034.0	6984.0	1729.0	7557.0	127.0	70.0	441.0	37.0	138.0	1564.0	4904.0	4011.0	1255.0	4765.0	2291.0	2333.0	635.0	1324.0	1046.0	28.0	156.0	51.0	1654.0	1590.0	798.0	514.0	442.0	30.0	298.0	330.0	82.0	223.0	167.0	80.0	76.0	6.0	134.0	96.0
G000024365	5494.0	3121.0	3940.0	3032.0	4881.0	4818.0	6173.0	4149.0	6282.0	4343.0	3113.0	2272.0	5708.0	5059.0	6509.0	5918.0	8290.0	11713.0	7651.0	10227.0	6080.0	5440.0	4316.0	1327.0	2886.0	2220.0	3256.0	6788.0	7207.0	8278.0	3407.0	2853.0	4481.0	4569.0	5662.0	7199.0	6224.0	4674.0	5261.0	4524.0	5957.0	3798.0	3406.0	3512.0	6071.0	3743.0	3098.0	3680.0	3462.0	2819.0	9181.0	5800.0	106.0	6226.0	10592.0	8129.0	5107.0	12636.0	14688.0	2798.0	1188.0	3492.0	6535.0	3475.0	4770.0	1121.0	3393.0	1727.0	1596.0	2605.0	4943.0	5006.0	6587.0	1531.0	2324.0	3734.0	2582.0	8134.0	8756.0	8540.0	10489.0	39.0	6130.0	5328.0
G000025565	19635.0	14545.0	16818.0	16374.0	83246.0	67728.0	235339.0	135220.0	125606.0	79715.0	27863.0	10388.0	147560.0	88864.0	22655.0	23527.0	131247.0	186371.0	222912.0	233697.0	65059.0	52335.0	71593.0	21258.0	14539.0	31123.0	21405.0	47203.0	69008.0	62376.0	18589.0	15337.0	53968.0	55710.0	208455.0	192716.0	76396.0	75215.0	97800.0	79013.0	138212.0	65737.0	18483.0	23979.0	56313.0	72866.0	5732.0	7970.0	29316.0	35373.0	406255.0	402986.0	319.0	908494.0	975076.0	49444.0	47414.0	70916.0	59851.0	39165.0	14593.0	24414.0	1476.0	1275.0	1541.0	153461.0	618295.0	274594.0	37578.0	33214.0	1433.0	1943.0	1019.0	141951.0	214462.0	367303.0	385.0	396.0	398.0	144503.0	177666.0	399.0	475433.0	444867.0
G000067165	10423.0	6188.0	7356.0	7743.0	6985.0	6265.0	7016.0	5318.0	10762.0	6553.0	5584.0	5311.0	6469.0	5184.0	4768.0	4851.0	6992.0	7796.0	11277.0	12690.0	3992.0	3462.0	7540.0	1041.0	7440.0	9365.0	1353.0	4272.0	12242.0	10440.0	7663.0	5137.0	4313.0	4165.0	7277.0	4810.0	9177.0	8136.0	3404.0	4475.0	3101.0	2135.0	6381.0	7527.0	5918.0	3828.0	6022.0	5682.0	4294.0	3359.0	2184.0	1354.0	176.0	4524.0	7805.0	4022.0	2517.0	7129.0	11728.0	6582.0	1101.0	5190.0	6292.0	5593.0	7580.0	326.0	1974.0	689.0	6508.0	5057.0	8902.0	5980.0	6517.0	411.0	1813.0	3060.0	1307.0	6488.0	6139.0	8676.0	10670.0	94.0	4410.0	4606.0
G000069785	62147.0	30509.0	49591.0	45311.0	11118.0	10462.0	6245.0	4372.0	12903.0	7417.0	44160.0	36314.0	87171.0	93504.0	31168.0	35912.0	9142.0	10378.0	9653.0	13517.0	42728.0	161670.0	89108.0	10721.0	51506.0	50699.0	1132.0	3338.0	6661.0	25138.0	52146.0	61990.0	49255.0	98328.0	11236.0	10715.0	11947.0	10772.0	17565.0	21242.0	59122.0	35915.0	43133.0	118310.0	53087.0	21179.0	37434.0	35289.0	18683.0	130340.0	7819.0	5156.0	11658.0	9475.0	18768.0	25886.0	76323.0	57911.0	46148.0	48477.0	16535.0	39804.0	23512.0	21530.0	63000.0	2609.0	10124.0	10745.0	119474.0	37038.0	39225.0	60435.0	29269.0	45288.0	263942.0	19658.0	4344.0	11891.0	11270.0	5642.0	5900.0	125.0	16180.0	16742.0
G000072485	2051.0	1613.0	1720.0	1620.0	566.0	564.0	389.0	278.0	484.0	481.0	1989.0	1053.0	2262.0	1767.0	2335.0	2725.0	689.0	686.0	1567.0	2190.0	6013.0	6876.0	9225.0	1142.0	3133.0	2531.0	124.0	572.0	979.0	1790.0	1939.0	2156.0	2776.0	3521.0	486.0	876.0	449.0	437.0	18688.0	59259.0	20068.0	4409.0	1938.0	3157.0	1739.0	1378.0	2028.0	2475.0	3436.0	3437.0	669.0	398.0	2457.0	1794.0	5632.0	7587.0	5992.0	20466.0	8916.0	3564.0	3556.0	2895.0	1292.0	1012.0	1445.0	661754.0	3010266.0	1329950.0	3646.0	4010.0	2580.0	14753.0	2857.0	95394.0	632319.0	1674052.0	1495.0	2166.0	2320.0	694.0	722.0	836.0	2425.0	826.0
G000092385	8016.0	6053.0	5823.0	6112.0	7048.0	6903.0	7550.0	4670.0	11884.0	8015.0	5537.0	3666.0	7306.0	5871.0	5360.0	5090.0	13021.0	15922.0	12673.0	14907.0	5157.0	4379.0	5600.0	1147.0	6694.0	7411.0	5965.0	15480.0	14605.0	14374.0	7175.0	5269.0	3942.0	4510.0	6746.0	7148.0	9126.0	8128.0	4235.0	4467.0	4446.0	2994.0	6692.0	6599.0	5994.0	4525.0	5356.0	5566.0	3008.0	4097.0	5994.0	4195.0	538.0	6919.0	10045.0	5051.0	4509.0	7931.0	9022.0	7150.0	1687.0	6423.0	5849.0	4402.0	5984.0	878.0	2158.0	1121.0	5724.0	4813.0	5902.0	5113.0	5095.0	817.0	1972.0	2316.0	1682.0	5717.0	6056.0	14647.0	18189.0	1050.0	9152.0	8252.0
G000144735	274.0	367.0	352.0	340.0	265.0	213.0	274.0	185.0	302.0	153.0	311.0	206.0	460.0	420.0	199.0	299.0	200.0	400.0	340.0	446.0	189.0	353.0	336.0	110.0	369.0	433.0	156.0	167.0	211.0	385.0	234.0	297.0	294.0	189.0	351.0	252.0	156.0	191.0	256.0	454.0	197.0	276.0	421.0	266.0	265.0	268.0	292.0	339.0	218.0	321.0	189.0	208.0	699.0	291.0	305.0	329.0	267.0	505.0	495.0	348.0	201.0	428.0	378.0	316.0	442.0	165.0	387.0	247.0	423.0	202.0	614.0	442.0	670.0	145.0	379.0	584.0	143.0	423.0	317.0	244.0	253.0	650.0	248.0	270.0
G000145515	220.0	328.0	336.0	309.0	250.0	195.0	258.0	172.0	304.0	197.0	272.0	211.0	456.0	379.0	180.0	317.0	241.0	412.0	316.0	422.0	162.0	291.0	314.0	109.0	353.0	399.0	129.0	137.0	177.0	383.0	191.0	280.0	304.0	207.0	313.0	213.0	129.0	183.0	264.0	479.0	190.0	256.0	382.0	234.0	264.0	231.0	218.0	316.0	204.0	264.0	189.0	143.0	616.0	304.0	219.0	249.0	236.0	421.0	432.0	325.0	166.0	366.0	405.0	268.0	401.0	162.0	382.0	237.0	380.0	158.0	592.0	441.0	599.0	155.0	426.0	589.0	113.0	391.0	355.0	204.0	215.0	687.0	204.0	237.0
G000145555	399.0	567.0	520.0	555.0	406.0	372.0	472.0	280.0	469.0	262.0	469.0	370.0	757.0	660.0	333.0	508.0	423.0	636.0	544.0	710.0	291.0	557.0	603.0	211.0	551.0	751.0	206.0	296.0	276.0	598.0	342.0	485.0	549.0	396.0	554.0	382.0	221.0	321.0	456.0	773.0	347.0	501.0	651.0	396.0	490.0	505.0	391.0	563.0	389.0	499.0	317.0	324.0	908.0	497.0	461.0	527.0	503.0	750.0	816.0	509.0	312.0	637.0	642.0	495.0	822.0	299.0	586.0	449.0	754.0	293.0	863.0	773.0	959.0	234.0	726.0	721.0	202.0	642.0	570.0	378.0	419.0	1124.0	399.0	433.0
G000158915	13076.0	9106.0	10099.0	10895.0	13696.0	12948.0	14907.0	8703.0	24166.0	16669.0	9695.0	6341.0	11811.0	9588.0	9383.0	8229.0	23197.0	26923.0	24252.0	27712.0	7890.0	6605.0	9157.0	1661.0	11332.0	13930.0	10109.0	28892.0	30093.0	26909.0	13423.0	8754.0	6101.0	6843.0	13073.0	11720.0	18873.0	16587.0	6424.0	6651.0	7020.0	4425.0	11094.0	11942.0	11024.0	7559.0	9475.0	9724.0	4532.0	6409.0	10011.0	6710.0	148.0	12887.0	17884.0	7490.0	6672.0	12406.0	13038.0	11136.0	2404.0	9870.0	10268.0	8080.0	10538.0	778.0	3382.0	1416.0	10331.0	8556.0	10267.0	9139.0	8581.0	1095.0	3190.0	3567.0	2516.0	9275.0	9896.0	27175.0	33452.0	125.0	17919.0	15701.0
G000184745	21355.0	17442.0	8270.0	13932.0	1218.0	1201.0	1126.0	826.0	1265.0	946.0	15756.0	5883.0	20422.0	9442.0	4518.0	4860.0	1691.0	2630.0	2954.0	4089.0	26358.0	20669.0	28241.0	3576.0	13541.0	9092.0	361.0	693.0	2268.0	5161.0	10106.0	7255.0	41699.0	6569.0	958.0	1636.0	1369.0	1147.0	28558.0	24894.0	6885.0	7819.0	8695.0	8592.0	43064.0	18742.0	10608.0	39718.0	8923.0	15306.0	838.0	693.0	18111.0	2800.0	5188.0	6177.0	8905.0	21019.0	21229.0	13859.0	3311.0	20548.0	16542.0	17123.0	19642.0	1640.0	5586.0	3306.0	10206.0	9598.0	13983.0	10928.0	11024.0	1677.0	9229.0	7670.0	2300.0	6670.0	6381.0	1404.0	1265.0	102.0	3657.0	3498.0
G000191145	2602.0	775.0	2388.0	2270.0	9436.0	11604.0	10653.0	7051.0	10125.0	6891.0	7733.0	3729.0	41403.0	37677.0	6988.0	9862.0	10682.0	6361.0	21126.0	17828.0	18878.0	117287.0	10163.0	4716.0	2477.0	3900.0	8781.0	11122.0	19497.0	4506.0	4702.0	2504.0	310359.0	203407.0	8220.0	11886.0	6147.0	7551.0	17019.0	53030.0	360837.0	40430.0	4040.0	4665.0	22589.0	10919.0	2150.0	2102.0	93731.0	64426.0	18896.0	12318.0	102.0	6108.0	29197.0	3075.0	1103.0	6798.0	14112.0	8344.0	1409.0	2660.0	3148.0	14521.0	30088.0	7727.0	8307.0	4855.0	5308.0	5972.0	2504.0	4142.0	1650.0	309422.0	44257.0	28401.0	313.0	172.0	257.0	21187.0	14815.0	62.0	36417.0	43827.0
G000215745	4147.0	1980.0	3304.0	2758.0	42102.0	41837.0	213020.0	147328.0	90225.0	58123.0	4289.0	2823.0	13354.0	9119.0	8116.0	7409.0	34563.0	55653.0	37291.0	50790.0	11266.0	10528.0	17349.0	2451.0	6208.0	4219.0	12427.0	21411.0	18237.0	22361.0	3698.0	3603.0	10955.0	15772.0	190363.0	208070.0	63960.0	64118.0	21383.0	23193.0	32505.0	9642.0	3610.0	5423.0	7228.0	6078.0	1880.0	2569.0	7705.0	6145.0	557840.0	548905.0	496.0	291103.0	350911.0	31229.0	16903.0	35131.0	17582.0	9894.0	3965.0	5862.0	256.0	307.0	352.0	138627.0	543755.0	212069.0	4833.0	4922.0	451.0	847.0	547.0	274723.0	518965.0	695997.0	466.0	348.0	526.0	64729.0	73932.0	440.0	74981.0	61735.0
G000226955	9054.0	7452.0	6201.0	6694.0	2537.0	2761.0	3398.0	2141.0	3142.0	1851.0	5966.0	4309.0	8664.0	7415.0	5927.0	7868.0	3834.0	3847.0	3802.0	4649.0	5798.0	6162.0	9684.0	1798.0	7235.0	7114.0	1217.0	1904.0	2625.0	3558.0	7116.0	5707.0	16580.0	26380.0	2528.0	3287.0	2051.0	2280.0	171449.0	148238.0	84843.0	48118.0	7563.0	6666.0	6909.0	6360.0	7220.0	9262.0	11358.0	7685.0	2395.0	2036.0	3153.0	3461.0	3649.0	6331.0	6179.0	11095.0	10098.0	7170.0	2891.0	7840.0	8099.0	5337.0	7201.0	1681.0	3179.0	2151.0	6847.0	5894.0	7652.0	6114.0	6655.0	1231.0	3914.0	5231.0	2883.0	8788.0	8452.0	2467.0	2878.0	4171.0	2818.0	3023.0
