OTU_ID	Bre_1_S21_WoL_subset	Bre_2_S22_WoL_subset	Bur_1_S31_WoL_subset	Bur_2_S32_WoL_subset	Bur_Fru_1_S9_WoL_subset	Bur_Fru_2_S10_WoL_subset	Bur_Rib_1_S11_WoL_subset	Bur_Rib_2_S12_WoL_subset	Bur_Tre_1_S5_WoL_subset	Bur_Tre_2_S6_WoL_subset	Chi_1_S27_WoL_subset	Chi_2_S28_WoL_subset	Chi_Glu_1_S17_WoL_subset	Chi_Glu_2_S18_WoL_subset	Chi_Thio_1_S33_WoL_subset	Chi_Thio_2_S34_WoL_subset	Fru_1_S47_WoL_subset	Fru_2_S48_WoL_subset	Fru_SynCom_1_S59_WoL_subset	Fru_SynCom_2_S60_WoL_subset	Glu_1_S45_WoL_subset	Glu_2_S46_WoL_subset	Glu_SynCom_1_S55_WoL_subset	Glu_SynCom_2_S56_WoL_subset	Lys_1_S23_WoL_subset	Lys_2_S24_WoL_subset	Mal_1_S37_WoL_subset	Mal_2_S38_WoL_subset	Mal_SynCom_1_S53_WoL_subset	Mal_SynCom_2_S54_WoL_subset	Pae_1_S29_WoL_subset	Pae_2_S30_WoL_subset	Pae_Put_1_S1_WoL_subset	Pae_Put_2_S2_WoL_subset	Pae_Rib_1_S13_WoL_subset	Pae_Rib_2_S14_WoL_subset	Pae_Tre_1_S7_WoL_subset	Pae_Tre_2_S8_WoL_subset	Put_SynCom_1_S57_WoL_subset	Put_SynCom_2_S58_WoL_subset	Putr_1_S41_WoL_subset	Putr_2_S42_WoL_subset	Rhi_1_S25_WoL_subset	Rhi_2_S26_WoL_subset	Rhi_Glu_1_S15_WoL_subset	Rhi_Glu_2_S16_WoL_subset	Rho_1_S19_WoL_subset	Rho_2_S20_WoL_subset	Rho_Put_1_S3_WoL_subset	Rho_Put_2_S4_WoL_subset	Rib_1_S35_WoL_subset	Rib_2_S36_WoL_subset	Rib_Neg_S83_WoL_subset	Rib_SynCom_1_S61_WoL_subset	Rib_SynCom_2_S62_WoL_subset	ST_1_S39_WoL_subset	ST_2_S40_WoL_subset	ST_SynCom_1_S51_WoL_subset	ST_SynCom_2_S52_WoL_subset	Soil_1_S65_WoL_subset	Soil_2_S66_WoL_subset	Soil_3_S67_WoL_subset	Soil_Exudate_1_S68_WoL_subset	Soil_Exudate_2_S69_WoL_subset	Soil_Exudate_3_S70_WoL_subset	Soil_LB_1_S74_WoL_subset	Soil_LB_2_S75_WoL_subset	Soil_LB_3_S76_WoL_subset	Soil_SynCom_1_S49_WoL_subset	Soil_SynCom_2_S50_WoL_subset	Soil_SynCom_Exudate_1_S71_WoL_subset	Soil_SynCom_Exudate_2_S72_WoL_subset	Soil_SynCom_Exudate_3_S73_WoL_subset	Soil_SynCom_LB_1_S77_WoL_subset	Soil_SynCom_LB_2_S78_WoL_subset	Soil_SynCom_LB_3_S79_WoL_subset	Soil_Water_1_S80_WoL_subset	Soil_Water_2_S81_WoL_subset	Soil_Water_3_S82_WoL_subset	Tre_1_S43_WoL_subset	Tre_2_S44_WoL_subset	Tre_Neg_S84_WoL_subset	Tre_SynCom_1_S63_WoL_subset	Tre_SynCom_2_S64_WoL_subset
G001440405	50213.0	27078.0	34698.0	37833.0	26589.0	22609.0	29133.0	20141.0	32529.0	19313.0	25238.0	25588.0	32426.0	24209.0	21309.0	23483.0	34093.0	39046.0	40962.0	44902.0	26142.0	15972.0	46803.0	6443.0	33228.0	40505.0	17230.0	29846.0	35318.0	29747.0	34749.0	24120.0	20883.0	16349.0	25985.0	21006.0	29810.0	21605.0	18713.0	21572.0	21692.0	13107.0	30665.0	35174.0	23217.0	19135.0	34515.0	32822.0	28427.0	19816.0	23417.0	13214.0	114957.0	21838.0	30058.0	30099.0	15264.0	41959.0	62975.0	46875.0	6421.0	32380.0	38050.0	30975.0	42345.0	1817.0	11301.0	3903.0	26570.0	26076.0	56902.0	32044.0	39018.0	2134.0	7088.0	10450.0	7759.0	42734.0	39133.0	31727.0	45555.0	317.0	16790.0	13651.0
G001440475	54716.0	29420.0	37369.0	40523.0	29116.0	24785.0	31552.0	21186.0	33972.0	20454.0	26827.0	27302.0	35681.0	25812.0	23580.0	25011.0	36505.0	40988.0	43883.0	48569.0	28149.0	17321.0	52073.0	7063.0	35235.0	44302.0	18250.0	31733.0	37286.0	31845.0	37836.0	26692.0	23539.0	18530.0	27799.0	22574.0	30689.0	23237.0	20686.0	23333.0	23462.0	14264.0	33317.0	38059.0	25540.0	20836.0	37572.0	35341.0	30189.0	21582.0	25248.0	14143.0	171128.0	23350.0	31974.0	32915.0	16356.0	44966.0	68600.0	50520.0	6897.0	35665.0	41517.0	33646.0	45442.0	1994.0	12528.0	4269.0	29534.0	29536.0	60703.0	34789.0	41988.0	2326.0	7637.0	11898.0	9002.0	47202.0	42305.0	33141.0	47557.0	392.0	18236.0	14496.0
G001457475	7808.0	6202.0	7827.0	5748.0	1207.0	1306.0	772.0	733.0	1168.0	1001.0	6889.0	3331.0	15933.0	11757.0	14046.0	6286.0	1431.0	2451.0	3288.0	3607.0	4980.0	19850.0	60566.0	1451.0	8744.0	6899.0	266.0	475.0	2045.0	2606.0	10626.0	6573.0	4874.0	12243.0	956.0	1041.0	938.0	929.0	858827.0	6431.0	8292.0	15624.0	8923.0	7209.0	8891.0	3884.0	5747.0	10009.0	16290.0	7488.0	1445.0	626.0	10342.0	1592.0	2450.0	4356.0	12418.0	6672.0	9254.0	17851.0	8598.0	11606.0	3281.0	4570.0	5674.0	657378.0	574512.0	1645690.0	7290.0	5324.0	3829.0	6561.0	3758.0	116984.0	2392509.0	2779212.0	1675.0	2817.0	3090.0	1796.0	1422.0	1299.0	2981.0	1066.0
G001511815	14972.0	10011.0	10355.0	10973.0	12841.0	11714.0	13308.0	7862.0	18719.0	12552.0	9007.0	6612.0	11954.0	9859.0	10643.0	9471.0	20933.0	26924.0	19698.0	25105.0	10175.0	8602.0	9222.0	1984.0	11213.0	13189.0	9662.0	23207.0	20942.0	25506.0	12747.0	8800.0	7505.0	7612.0	11446.0	14757.0	15368.0	12997.0	9566.0	9790.0	10588.0	6427.0	10774.0	11974.0	9962.0	7321.0	9077.0	8919.0	4962.0	6875.0	12204.0	8960.0	239.0	14417.0	22531.0	11013.0	10033.0	14925.0	16249.0	13978.0	3191.0	12148.0	11345.0	8957.0	11290.0	1036.0	3632.0	1616.0	9959.0	8819.0	11347.0	9685.0	9802.0	1319.0	2906.0	3722.0	3753.0	12126.0	12759.0	22407.0	28026.0	331.0	17393.0	15769.0
G001542405	11038.0	6166.0	7085.0	8040.0	1076.0	1102.0	1351.0	806.0	1109.0	641.0	7213.0	5416.0	9696.0	7612.0	7334.0	7630.0	1355.0	1055.0	1330.0	1412.0	4744.0	5306.0	10337.0	1552.0	7183.0	8159.0	196.0	401.0	1066.0	1104.0	8344.0	5631.0	11928.0	8311.0	818.0	1244.0	940.0	809.0	7732.0	9001.0	5998.0	4946.0	9474.0	9779.0	7063.0	7424.0	7832.0	9958.0	7785.0	8868.0	507.0	379.0	1031.0	864.0	1671.0	5233.0	5755.0	14534.0	15113.0	6812.0	1314.0	4884.0	14819.0	10720.0	14569.0	869.0	2689.0	2004.0	5842.0	6868.0	16593.0	12919.0	12209.0	897.0	2464.0	6128.0	2166.0	8257.0	8707.0	592.0	840.0	368.0	1200.0	1069.0
G001579845	33569.0	21184.0	23807.0	24746.0	10205.0	10413.0	18741.0	10907.0	14127.0	8673.0	21418.0	17394.0	26991.0	20732.0	19506.0	19556.0	9427.0	13108.0	14687.0	16910.0	13738.0	10234.0	23173.0	3225.0	25025.0	25967.0	3876.0	10607.0	16878.0	14608.0	28563.0	18677.0	12919.0	11702.0	13480.0	12458.0	12266.0	10036.0	11133.0	13159.0	12308.0	7906.0	24431.0	27987.0	20316.0	17193.0	25153.0	27138.0	11941.0	14250.0	8291.0	5562.0	16922.0	13607.0	19668.0	14027.0	11335.0	29614.0	34916.0	22030.0	4108.0	17945.0	28672.0	21039.0	26748.0	1191.0	5531.0	2109.0	18552.0	18236.0	34294.0	24220.0	25854.0	1400.0	4347.0	6661.0	4869.0	24303.0	26387.0	9367.0	13153.0	637.0	10214.0	8315.0
G001591445	20667.0	8323.0	16482.0	8903.0	26238.0	23527.0	16143.0	10495.0	32750.0	16466.0	8381.0	13354.0	2867.0	2037.0	18617.0	17697.0	17077.0	20919.0	36505.0	22082.0	1231.0	1816.0	523.0	391.0	6929.0	1370.0	4084.0	6286.0	9537.0	4119.0	15661.0	15341.0	23395.0	20099.0	10342.0	30442.0	19242.0	17427.0	2199.0	3547.0	15392.0	6509.0	19194.0	13800.0	1432.0	1823.0	16408.0	26809.0	22230.0	6192.0	3956.0	5827.0	15.0	3808.0	31871.0	3784.0	2772.0	16043.0	23557.0	1221.0	3819.0	3540.0	8963.0	2043.0	9688.0	3131.0	12445.0	5029.0	2383.0	12365.0	14600.0	14738.0	12859.0	1272.0	599.0	4593.0	416.0	487.0	763.0	21557.0	16498.0	40.0	40340.0	45210.0
G001591525	621.0	315.0	817.0	1210.0	27394.0	22170.0	12515.0	8431.0	26671.0	15672.0	551.0	417.0	614.0	668.0	931.0	1161.0	7290.0	8689.0	15432.0	7104.0	772.0	1371.0	237.0	143.0	417.0	1208.0	4098.0	7204.0	10362.0	5237.0	828.0	764.0	531.0	406.0	6400.0	23443.0	18513.0	16128.0	109.0	135.0	484.0	276.0	853.0	574.0	700.0	360.0	745.0	1089.0	711.0	348.0	1592.0	2106.0	5.0	2403.0	20220.0	198.0	146.0	629.0	836.0	1068.0	259.0	589.0	1924.0	1542.0	2853.0	395.0	2060.0	647.0	212.0	506.0	2663.0	2506.0	2338.0	212.0	212.0	1102.0	489.0	419.0	793.0	9225.0	9747.0	20.0	26507.0	31789.0
G001598255	10505.0	7227.0	6664.0	5670.0	1308.0	1286.0	1115.0	761.0	1245.0	914.0	5672.0	3624.0	7014.0	4758.0	2997.0	2862.0	1295.0	2387.0	2130.0	2871.0	7881.0	6862.0	10289.0	1171.0	6926.0	6264.0	342.0	737.0	1461.0	2357.0	6900.0	4866.0	6838.0	6239.0	931.0	1669.0	1285.0	1062.0	40930.0	144901.0	6819.0	10886.0	7478.0	6759.0	7104.0	4919.0	6944.0	7997.0	8157.0	8172.0	893.0	826.0	48850.0	1315.0	2592.0	3198.0	2932.0	7319.0	5762.0	10539.0	3264.0	14040.0	8781.0	6863.0	8726.0	754.0	3011.0	1731.0	5665.0	5167.0	6967.0	5359.0	5496.0	616.0	5607.0	5368.0	1973.0	5557.0	5126.0	1270.0	1305.0	207.0	1600.0	1431.0
G001605965	12259.0	8808.0	11808.0	6194.0	8901.0	8513.0	2948.0	2181.0	6636.0	4155.0	8026.0	8795.0	5745.0	12682.0	7752.0	10018.0	7151.0	11300.0	19173.0	25379.0	3660.0	10848.0	17411.0	2633.0	9038.0	10596.0	3033.0	5580.0	11068.0	30194.0	10928.0	10798.0	14429.0	9638.0	5647.0	10411.0	6757.0	5341.0	13165.0	10351.0	12819.0	10936.0	11579.0	11575.0	4467.0	2892.0	14128.0	12426.0	5641.0	7932.0	7545.0	6567.0	291.0	22174.0	54947.0	11708.0	11061.0	20874.0	15128.0	29184.0	8619.0	11609.0	8805.0	4274.0	9912.0	5860.0	24077.0	6445.0	38670.0	17447.0	14085.0	17490.0	9375.0	12027.0	59931.0	23762.0	801.0	1602.0	1368.0	9763.0	10331.0	77.0	16817.0	23031.0
G001623875	3018.0	1314.0	1825.0	2402.0	21679.0	19541.0	56132.0	40442.0	33408.0	18484.0	2913.0	1829.0	4249.0	3886.0	1574.0	1699.0	35993.0	30948.0	37966.0	20407.0	2977.0	6463.0	1248.0	1104.0	1692.0	3953.0	15462.0	32027.0	36670.0	6102.0	2885.0	2401.0	3640.0	3300.0	56925.0	52226.0	17245.0	18583.0	806.0	1071.0	3296.0	1577.0	2457.0	2496.0	3281.0	2280.0	1828.0	2193.0	3131.0	2143.0	42344.0	44894.0	12.0	19671.0	58060.0	517.0	426.0	1387.0	1415.0	2759.0	1028.0	1571.0	781.0	642.0	1637.0	1636.0	10507.0	3091.0	1513.0	3306.0	1239.0	1104.0	894.0	2001.0	891.0	7740.0	127.0	168.0	212.0	34807.0	35277.0	53.0	37099.0	41784.0
G001676765	40656.0	18112.0	14964.0	25036.0	1823.0	2081.0	2504.0	1596.0	2383.0	1707.0	14273.0	9902.0	13555.0	11545.0	7290.0	7915.0	1830.0	2517.0	2585.0	3431.0	7672.0	7002.0	11418.0	1539.0	26931.0	20729.0	515.0	1323.0	2505.0	2520.0	24334.0	11808.0	7452.0	6076.0	1969.0	2228.0	2259.0	1829.0	10843.0	10774.0	5590.0	5877.0	21484.0	14831.0	14176.0	9224.0	14586.0	20944.0	5572.0	7057.0	1385.0	940.0	5945.0	2043.0	3230.0	6921.0	7055.0	13141.0	15550.0	20660.0	4108.0	11354.0	51425.0	23755.0	27313.0	547.0	3289.0	4652.0	12954.0	19226.0	47239.0	18455.0	28857.0	1254.0	5275.0	6115.0	3474.0	20013.0	17674.0	1699.0	2027.0	906.0	2335.0	2013.0
G001693385	36813.0	20369.0	26005.0	27355.0	19662.0	16758.0	21766.0	14611.0	24475.0	13777.0	19091.0	18728.0	24657.0	17716.0	16263.0	17178.0	24983.0	28960.0	30247.0	34262.0	18586.0	11889.0	34785.0	4723.0	23906.0	30511.0	12550.0	21620.0	26801.0	22216.0	25922.0	17849.0	16296.0	12777.0	18909.0	15714.0	21257.0	16171.0	14190.0	15998.0	16030.0	9544.0	23206.0	26488.0	17773.0	14465.0	25306.0	24575.0	19508.0	14224.0	16858.0	9373.0	113297.0	15861.0	22562.0	22213.0	11569.0	31289.0	45764.0	33930.0	4750.0	24119.0	28107.0	22401.0	30948.0	1393.0	8904.0	2846.0	20396.0	19604.0	40338.0	24042.0	28993.0	1711.0	5436.0	8237.0	6191.0	31217.0	28889.0	22836.0	32905.0	261.0	12872.0	10339.0
G001708485	5163.0	4067.0	4247.0	3121.0	4748.0	4667.0	990.0	778.0	2846.0	1699.0	3630.0	3185.0	2977.0	4188.0	3066.0	3387.0	3082.0	3191.0	10409.0	16838.0	2178.0	4473.0	6984.0	1333.0	4205.0	4353.0	856.0	1694.0	3116.0	6732.0	4748.0	4035.0	7525.0	5443.0	2992.0	3716.0	2986.0	2590.0	12625.0	10918.0	10225.0	9326.0	4141.0	4904.0	1953.0	1659.0	4942.0	4670.0	3086.0	4453.0	4468.0	2685.0	871.0	5202.0	15709.0	4324.0	3935.0	12727.0	5756.0	7391.0	2390.0	4965.0	4928.0	5468.0	12405.0	4855.0	23873.0	6909.0	13338.0	8755.0	5244.0	6449.0	3589.0	15833.0	66528.0	23139.0	839.0	599.0	554.0	5647.0	5348.0	64.0	5593.0	5702.0
G001712755	712.0	464.0	631.0	612.0	18674.0	13168.0	6831.0	5243.0	17944.0	10123.0	528.0	530.0	414.0	290.0	691.0	767.0	6101.0	9530.0	12019.0	3461.0	275.0	326.0	185.0	92.0	343.0	669.0	5980.0	7282.0	7776.0	4530.0	752.0	645.0	820.0	597.0	5267.0	20402.0	11701.0	10898.0	190.0	163.0	542.0	336.0	532.0	519.0	284.0	216.0	556.0	655.0	811.0	645.0	1606.0	4393.0	4.0	2434.0	11383.0	183.0	164.0	710.0	740.0	501.0	183.0	395.0	335.0	236.0	534.0	887.0	4386.0	1738.0	244.0	540.0	594.0	703.0	513.0	408.0	187.0	2139.0	153.0	123.0	223.0	9468.0	9175.0	14.0	21192.0	28865.0
G001713665	2351.0	603.0	2055.0	2029.0	8368.0	10206.0	9730.0	6624.0	9113.0	6205.0	6776.0	3216.0	36810.0	33696.0	6074.0	8424.0	9692.0	5810.0	19738.0	15384.0	17072.0	104658.0	9210.0	4349.0	2398.0	3405.0	7926.0	10202.0	18427.0	3978.0	4348.0	2107.0	280816.0	181517.0	7451.0	10917.0	5437.0	6757.0	14712.0	47172.0	323887.0	36035.0	3594.0	4352.0	20073.0	10021.0	1849.0	1882.0	84258.0	58569.0	16805.0	10279.0	108.0	5696.0	26491.0	2507.0	939.0	5942.0	12991.0	7601.0	1141.0	2365.0	2738.0	13114.0	27036.0	7034.0	7696.0	4260.0	4870.0	5723.0	2185.0	3619.0	1467.0	277309.0	39304.0	25558.0	220.0	164.0	263.0	18841.0	13759.0	71.0	33228.0	39157.0
G001908185	14968.0	8958.0	10054.0	11476.0	7091.0	6577.0	9222.0	6056.0	9341.0	5941.0	8041.0	7791.0	10426.0	7775.0	7701.0	8825.0	10112.0	12532.0	11912.0	13418.0	7116.0	5312.0	12280.0	1677.0	11169.0	12833.0	4894.0	9729.0	11660.0	8578.0	11477.0	8246.0	7987.0	5644.0	7692.0	6485.0	8403.0	6544.0	6355.0	7107.0	6692.0	4282.0	10450.0	11700.0	8220.0	6587.0	10251.0	10777.0	6998.0	6720.0	7740.0	4489.0	111282.0	7463.0	10051.0	9128.0	5880.0	13594.0	17212.0	13732.0	2306.0	10296.0	16289.0	11350.0	13710.0	637.0	3194.0	1344.0	8567.0	8249.0	19642.0	11847.0	14704.0	671.0	2237.0	3697.0	2617.0	13049.0	12737.0	9747.0	13620.0	407.0	5967.0	4556.0
G001914855	666.0	469.0	486.0	628.0	557.0	571.0	787.0	366.0	744.0	503.0	516.0	419.0	710.0	604.0	479.0	492.0	601.0	674.0	937.0	709.0	306.0	231.0	337.0	52.0	600.0	841.0	244.0	730.0	1081.0	312.0	692.0	485.0	310.0	382.0	512.0	320.0	561.0	495.0	187.0	137.0	262.0	122.0	495.0	631.0	563.0	504.0	440.0	544.0	275.0	266.0	218.0	154.0	1.0	430.0	586.0	216.0	131.0	432.0	618.0	544.0	88.0	267.0	608.0	608.0	823.0	29.0	85.0	40.0	380.0	447.0	778.0	671.0	571.0	30.0	38.0	117.0	84.0	394.0	449.0	473.0	704.0	2.0	553.0	424.0
G001914875	1399.0	810.0	1030.0	1190.0	1329.0	1259.0	1494.0	838.0	1652.0	1047.0	975.0	869.0	1490.0	1150.0	1013.0	966.0	1518.0	1658.0	2155.0	1890.0	597.0	597.0	739.0	136.0	1170.0	1666.0	512.0	1343.0	2116.0	720.0	1392.0	862.0	689.0	734.0	1245.0	907.0	1214.0	1105.0	325.0	294.0	549.0	213.0	1197.0	1263.0	1212.0	882.0	869.0	996.0	583.0	506.0	464.0	389.0	0.0	927.0	1306.0	454.0	339.0	878.0	1338.0	1276.0	161.0	353.0	1358.0	1106.0	1538.0	56.0	259.0	80.0	1051.0	866.0	1616.0	1252.0	1167.0	65.0	86.0	166.0	186.0	783.0	800.0	1211.0	1715.0	1.0	1231.0	1022.0
G001919485	2884.0	1709.0	1993.0	2323.0	2585.0	2444.0	2964.0	1861.0	3355.0	2126.0	2014.0	1606.0	2904.0	2358.0	1786.0	2022.0	2941.0	3302.0	4079.0	3588.0	1132.0	1124.0	1425.0	268.0	2174.0	3325.0	1018.0	2594.0	4229.0	1531.0	2584.0	1641.0	1362.0	1330.0	2231.0	1754.0	2430.0	2172.0	666.0	573.0	1134.0	454.0	2164.0	2526.0	2114.0	1757.0	1644.0	1900.0	1035.0	1126.0	987.0	742.0	2.0	1758.0	2420.0	800.0	562.0	1807.0	2642.0	2448.0	307.0	795.0	2786.0	2207.0	3085.0	84.0	518.0	216.0	1832.0	1727.0	3138.0	2313.0	2404.0	72.0	155.0	310.0	345.0	1563.0	1736.0	2469.0	3246.0	9.0	2377.0	1879.0
G001941825	25995.0	26355.0	19653.0	19367.0	6145.0	5812.0	5844.0	3199.0	6900.0	4610.0	17915.0	14741.0	10729.0	11007.0	13963.0	4543.0	4975.0	11264.0	5683.0	8109.0	8251.0	22532.0	10180.0	1811.0	15250.0	22125.0	1925.0	4032.0	5293.0	13126.0	24802.0	24181.0	43494.0	40984.0	3443.0	12292.0	6462.0	4875.0	48274.0	56431.0	142406.0	95882.0	23789.0	32051.0	8499.0	7915.0	16642.0	14343.0	20520.0	35926.0	3647.0	5743.0	3550.0	6551.0	15304.0	5884.0	18524.0	18701.0	7439.0	35887.0	12389.0	29835.0	10345.0	9924.0	23443.0	661.0	1969.0	1294.0	16148.0	17107.0	9496.0	9394.0	8155.0	481.0	4325.0	2713.0	5865.0	15506.0	13834.0	4965.0	5291.0	73.0	8874.0	9915.0
G900011245	12763.0	7531.0	8596.0	9754.0	5784.0	5476.0	7590.0	4933.0	7880.0	4886.0	7141.0	6564.0	8560.0	7167.0	6684.0	7867.0	8161.0	9546.0	9433.0	10400.0	6152.0	4568.0	10886.0	1566.0	9467.0	10894.0	4054.0	7745.0	9549.0	7473.0	10044.0	6770.0	7321.0	4648.0	6380.0	5412.0	6948.0	5114.0	5550.0	6010.0	5845.0	3942.0	9100.0	9936.0	6854.0	5596.0	8841.0	9298.0	6124.0	5506.0	6089.0	3608.0	86968.0	6091.0	8211.0	8013.0	5391.0	11625.0	14637.0	11357.0	2002.0	8951.0	14225.0	9882.0	11953.0	548.0	2689.0	1167.0	7548.0	7382.0	17115.0	10225.0	12319.0	471.0	1892.0	3426.0	2472.0	11324.0	11289.0	7779.0	10997.0	480.0	4655.0	3500.0
G900100945	1271.0	674.0	895.0	567.0	206.0	146.0	167.0	91.0	121.0	56.0	410.0	404.0	230.0	200.0	375.0	548.0	741.0	48.0	4574.0	1788.0	309.0	396.0	4306.0	2181.0	328.0	475.0	26.0	43.0	4477.0	1309.0	517.0	1099.0	832.0	633.0	147.0	165.0	145.0	108.0	3903.0	4444.0	474.0	730.0	917.0	752.0	314.0	204.0	601.0	685.0	369.0	647.0	66.0	89.0	887.0	2954.0	13445.0	97.0	90.0	5413.0	2693.0	693.0	269.0	459.0	306.0	426.0	488.0	458.0	1596.0	760.0	5067.0	10475.0	6275.0	11065.0	2986.0	294.0	870.0	2810.0	997.0	556.0	1088.0	252.0	113.0	12.0	8264.0	9217.0
G900102965	236.0	191.0	197.0	267.0	4263.0	3387.0	9063.0	2721.0	4183.0	2107.0	262.0	143.0	491.0	669.0	268.0	190.0	1379.0	1921.0	3256.0	2025.0	173.0	299.0	162.0	68.0	205.0	265.0	850.0	1754.0	2231.0	1076.0	193.0	241.0	275.0	325.0	2592.0	29469.0	3293.0	2288.0	98.0	90.0	165.0	119.0	175.0	276.0	357.0	185.0	164.0	252.0	210.0	167.0	2366.0	6111.0	22.0	1986.0	15659.0	93.0	94.0	312.0	464.0	276.0	93.0	229.0	240.0	159.0	293.0	850.0	3076.0	1531.0	114.0	214.0	233.0	242.0	209.0	661.0	519.0	2389.0	80.0	216.0	231.0	1651.0	1829.0	9.0	3311.0	3436.0
G900110835	78.0	75.0	46.0	38.0	27.0	18.0	14.0	13.0	19.0	21.0	218.0	461.0	1151.0	1309.0	870.0	1261.0	56.0	25.0	1768.0	1341.0	51.0	34.0	195.0	150.0	56.0	98.0	24.0	71.0	1031.0	330.0	60.0	70.0	101.0	164.0	8.0	17.0	28.0	19.0	252.0	381.0	411.0	55.0	36.0	35.0	51.0	54.0	46.0	63.0	113.0	157.0	22.0	10.0	93.0	645.0	2460.0	22.0	19.0	479.0	557.0	78.0	24.0	86.0	96.0	109.0	90.0	5.0	22.0	9.0	81.0	209.0	303.0	739.0	246.0	14.0	8.0	70.0	97.0	115.0	169.0	44.0	27.0	4.0	2548.0	2569.0
G900112535	418.0	209.0	310.0	349.0	16988.0	12162.0	6220.0	4802.0	16194.0	9007.0	274.0	232.0	277.0	182.0	323.0	459.0	4960.0	8134.0	10307.0	2161.0	83.0	150.0	98.0	51.0	164.0	436.0	5622.0	6406.0	6762.0	4069.0	429.0	386.0	534.0	317.0	4693.0	18517.0	10344.0	9851.0	89.0	110.0	230.0	159.0	283.0	324.0	192.0	123.0	328.0	370.0	397.0	212.0	1394.0	3677.0	1.0	2087.0	7665.0	94.0	84.0	358.0	433.0	285.0	126.0	205.0	266.0	164.0	430.0	546.0	2515.0	996.0	137.0	292.0	426.0	484.0	351.0	253.0	93.0	1283.0	134.0	73.0	171.0	8365.0	8134.0	16.0	18578.0	25700.0
G900113355	729.0	379.0	1144.0	1558.0	43635.0	34843.0	19542.0	13390.0	41140.0	25292.0	657.0	603.0	959.0	734.0	751.0	1155.0	9907.0	11538.0	22062.0	8897.0	979.0	2204.0	226.0	211.0	510.0	1665.0	6262.0	10739.0	16047.0	8455.0	1159.0	1064.0	641.0	316.0	10471.0	38173.0	28487.0	24690.0	114.0	131.0	541.0	256.0	1137.0	664.0	814.0	341.0	1286.0	1656.0	749.0	257.0	2228.0	3386.0	18.0	3905.0	29180.0	237.0	156.0	661.0	899.0	1419.0	352.0	897.0	2770.0	2062.0	4380.0	223.0	1012.0	341.0	248.0	625.0	3808.0	3893.0	3331.0	140.0	187.0	738.0	758.0	630.0	1088.0	13090.0	14044.0	16.0	40076.0	48347.0
G900129955	481.0	177.0	407.0	562.0	8101.0	8357.0	37167.0	30356.0	13505.0	7517.0	709.0	422.0	1552.0	1423.0	346.0	531.0	9666.0	10838.0	14019.0	4918.0	776.0	2352.0	278.0	270.0	304.0	1265.0	7178.0	9644.0	13480.0	2213.0	658.0	601.0	1467.0	1191.0	40365.0	35354.0	6837.0	7587.0	181.0	405.0	1055.0	429.0	485.0	663.0	1544.0	788.0	482.0	370.0	1383.0	391.0	24683.0	30571.0	0.0	9396.0	25275.0	61.0	67.0	223.0	257.0	750.0	188.0	353.0	137.0	114.0	536.0	303.0	1950.0	573.0	445.0	821.0	265.0	240.0	200.0	244.0	147.0	2647.0	15.0	15.0	13.0	13463.0	13027.0	20.0	13765.0	15886.0
